# X,Y,Z,FA
73,97,100,0.000000
73,97,101,0.000000
73,97,102,0.000000
73,97,103,0.560202
73,97,104,0.584816
73,97,105,0.461650
73,97,106,0.000000
73,97,107,0.000000
73,97,108,0.000000
73,98,100,0.000000
73,98,101,0.000000
73,98,102,0.000000
73,98,103,0.493209
73,98,104,0.555046
73,98,105,0.578756
73,98,106,0.000000
73,98,107,0.000000
73,98,108,0.000000
73,99,101,0.000000
73,99,102,0.000000
73,99,103,0.000000
73,99,104,0.484884
73,99,105,0.527294
73,99,106,0.000000
73,99,107,0.000000
73,99,108,0.000000
73,100,102,0.000000
73,100,103,0.000000
73,100,104,0.366185
73,100,105,0.419193
73,100,106,0.180917
73,100,107,0.000000
73,100,108,0.000000
73,101,103,0.000000
73,101,104,0.000000
73,101,105,0.369064
73,101,106,0.186426
73,101,107,0.000000
73,101,108,0.000000
73,101,109,0.000000
73,102,104,0.000000
73,102,105,0.332498
73,102,106,0.156522
73,102,107,0.000000
73,102,108,0.000000
73,103,104,0.000000
73,103,105,0.159814
73,103,106,0.158329
73,103,107,0.168033
73,103,108,0.000000
73,104,104,0.000000
73,104,105,0.000000
73,104,106,0.161886
73,104,107,0.171981
73,104,108,0.000000
73,105,105,0.000000
73,105,106,0.168495
73,105,107,0.178018
73,105,108,0.000000
73,106,105,0.000000
73,106,106,0.177872
73,106,107,0.186260
73,106,108,0.000000
73,107,105,0.000000
73,107,106,0.188648
73,107,107,0.428807
73,107,108,0.000000
73,108,105,0.000000
73,108,106,0.199280
73,108,107,0.424314
73,108,108,0.382975
73,109,105,0.000000
73,109,106,0.199280
73,109,107,0.412327
73,109,108,0.395445
73,110,105,0.000000
73,110,106,0.000000
73,110,107,0.203215
73,110,108,0.382558
73,111,105,0.000000
73,111,106,0.000000
73,111,107,0.180984
73,111,108,0.369243
73,112,105,0.000000
73,112,106,0.000000
73,112,107,0.167607
73,112,108,0.178410
73,113,105,0.000000
73,113,106,0.000000
73,113,107,0.161236
73,113,108,0.162844
73,114,105,0.000000
73,114,106,0.000000
73,114,107,0.159968
73,114,108,0.156985
73,115,105,0.000000
73,115,106,0.000000
73,115,107,0.170880
73,115,108,0.165514
73,116,104,0.000000
73,116,105,0.000000
73,116,106,0.000000
73,116,107,0.184883
73,116,108,0.175433
73,117,104,0.000000
73,117,105,0.000000
73,117,106,0.000000
73,117,107,0.000000
73,117,108,0.264307
73,118,104,0.000000
73,118,105,0.000000
73,118,106,0.000000
73,118,107,0.000000
73,118,108,0.226705
73,119,104,0.000000
73,119,105,0.000000
73,119,106,0.000000
73,119,107,0.000000
73,119,108,0.271466
73,120,104,0.000000
73,120,105,0.000000
73,120,106,0.000000
73,120,107,0.000000
73,120,108,0.269326
73,121,104,0.000000
73,121,105,0.000000
73,121,106,0.000000
73,121,107,0.000000
73,121,108,0.259589
73,122,104,0.000000
73,122,105,0.000000
73,122,106,0.000000
73,122,107,0.257620
73,122,108,0.269326
73,123,104,0.000000
73,123,105,0.000000
73,123,106,0.000000
73,123,107,0.263190
73,124,104,0.000000
73,124,105,0.000000
73,124,106,0.000000
73,124,107,0.266880
73,125,103,0.000000
73,125,104,0.000000
73,125,105,0.000000
73,125,106,0.000000
73,125,107,0.270434
73,126,103,0.000000
73,126,104,0.000000
73,126,105,0.000000
73,126,106,0.000000
73,126,107,0.273043
73,127,103,0.000000
73,127,104,0.000000
73,127,105,0.000000
73,127,106,0.000000
73,127,107,0.273326
73,128,103,0.000000
73,128,104,0.000000
73,128,105,0.000000
73,128,106,0.280945
73,128,107,0.281147
73,129,102,0.000000
73,129,103,0.000000
73,129,104,0.000000
